timestamp,date,time,mq2_ratio,mq135_ratio,mq7_ratio,mq2_ppm,mq135_ppm,mq7_ppm,prediction,label_name
2026-04-17T10:37:37.478533,2026-04-17,10:37:37,2.1157,0.0566,7.2137,24.86,29.63,11.41,1,Low Gas
2026-04-17T10:37:40.325087,2026-04-17,10:37:40,2.1026,0.0527,7.1926,25.08,29.76,11.52,1,Low Gas
2026-04-17T10:37:42.585699,2026-04-17,10:37:42,2.0948,0.0541,7.2779,25.2,29.71,11.08,1,Low Gas
2026-04-17T10:37:45.051172,2026-04-17,10:37:45,2.1052,0.0595,7.2996,25.03,29.53,10.97,1,Low Gas
2026-04-17T10:37:47.269947,2026-04-17,10:37:47,2.1289,0.06,7.3432,24.65,29.51,10.75,1,Low Gas
2026-04-17T10:37:49.914934,2026-04-17,10:37:49,2.1369,0.061,7.4095,24.52,29.48,10.43,1,Low Gas
2026-04-17T10:37:52.496088,2026-04-17,10:37:52,2.0974,0.0689,7.4543,25.16,29.21,10.21,1,Low Gas
2026-04-17T10:37:55.369205,2026-04-17,10:37:55,2.0948,0.0634,7.4996,25.2,29.4,10.0,1,Low Gas
2026-04-17T10:37:58.136782,2026-04-17,10:37:58,2.0871,0.0739,7.5918,25.33,29.05,9.59,1,Low Gas
2026-04-17T10:38:00.386002,2026-04-17,10:38:00,2.0897,0.0719,7.7581,25.29,29.11,8.88,1,Low Gas
2026-04-17T10:38:03.257702,2026-04-17,10:38:03,2.1026,0.0789,7.6151,25.08,28.88,9.48,1,Low Gas
2026-04-17T10:38:05.813582,2026-04-17,10:38:05,2.1396,0.0739,7.7099,24.47,29.05,9.08,1,Low Gas
2026-04-17T10:38:08.566989,2026-04-17,10:38:08,2.1289,0.0915,7.7099,24.65,28.46,9.08,1,Low Gas
2026-04-17T10:38:11.140341,2026-04-17,10:38:11,2.1157,0.0799,7.9312,24.86,28.85,8.2,1,Low Gas
2026-04-17T10:38:13.694222,2026-04-17,10:38:13,2.1639,0.0981,8.1116,24.09,28.25,7.55,1,Low Gas
2026-04-17T10:38:15.961842,2026-04-17,10:38:15,2.121,0.092,7.982,24.77,28.45,8.01,1,Low Gas
2026-04-17T10:38:18.490835,2026-04-17,10:38:18,2.1612,0.0864,8.0076,24.13,28.63,7.92,1,Low Gas
2026-04-17T10:38:20.914821,2026-04-17,10:38:20,2.1396,0.0991,8.1116,24.47,28.21,7.55,1,Low Gas
2026-04-17T10:38:23.117830,2026-04-17,10:38:23,2.1886,0.093,8.0854,23.7,28.41,7.64,1,Low Gas
2026-04-17T10:38:25.731485,2026-04-17,10:38:25,2.1721,0.1016,8.1116,23.96,28.13,7.55,1,Low Gas
2026-04-17T10:38:28.234966,2026-04-17,10:38:28,2.1557,0.1078,8.1116,24.21,27.93,7.55,1,Low Gas
2026-04-17T10:38:30.446417,2026-04-17,10:38:30,2.1775,0.1156,8.138,23.87,27.68,7.45,1,Low Gas
2026-04-17T10:38:33.105574,2026-04-17,10:38:33,2.2052,0.1171,8.2451,23.44,27.63,7.1,1,Low Gas
2026-04-17T10:38:35.759797,2026-04-17,10:38:35,2.2193,0.1099,8.1912,23.22,27.86,7.27,1,Low Gas
2026-04-17T10:38:38.070713,2026-04-17,10:38:38,2.2363,0.1229,8.2181,22.96,27.45,7.18,1,Low Gas
2026-04-17T10:38:40.570335,2026-04-17,10:38:40,2.1886,0.1094,8.3548,23.7,27.88,6.75,1,Low Gas
2026-04-17T10:38:43.034184,2026-04-17,10:38:43,2.2052,0.1218,8.3826,23.44,27.48,6.66,1,Low Gas
2026-04-17T10:38:45.233640,2026-04-17,10:38:45,2.2221,0.1271,8.4107,23.18,27.32,6.57,1,Low Gas
2026-04-17T10:38:47.747549,2026-04-17,10:38:47,2.2478,0.1345,8.4389,22.79,27.09,6.49,1,Low Gas
2026-04-17T10:38:50.199631,2026-04-17,10:38:50,2.2306,0.126,8.4672,23.05,27.35,6.41,1,Low Gas
2026-04-17T10:38:52.407717,2026-04-17,10:38:52,2.2306,0.1308,8.5245,23.05,27.2,6.24,1,Low Gas
2026-04-17T10:38:55.066014,2026-04-17,10:38:55,2.2025,0.1339,8.5245,23.48,27.1,6.24,1,Low Gas
2026-04-17T10:38:57.267759,2026-04-17,10:38:57,2.2652,0.1624,8.7007,22.53,26.23,5.75,1,Low Gas
2026-04-17T13:04:17.793718,2026-04-17,13:04:17,0.3992,0.0,0.2002,76.9,31.62,288.38,0,Clean Air
2026-04-17T13:04:20.506863,2026-04-17,13:04:20,0.4906,0.0,0.3153,72.42,31.62,273.49,0,Clean Air
2026-04-17T13:04:23.174939,2026-04-17,13:04:23,0.6039,0.0,0.4597,67.21,31.62,255.89,0,Clean Air
2026-04-17T13:04:25.412670,2026-04-17,13:04:25,0.7795,0.0,0.5299,59.88,31.62,247.76,0,Clean Air
2026-04-17T13:04:27.692492,2026-04-17,13:04:27,0.7526,0.0,0.5721,60.95,31.62,242.99,1,Low Gas
2026-04-17T13:04:30.189923,2026-04-17,13:04:30,0.7181,0.0,0.613,62.35,31.62,238.45,1,Low Gas
2026-04-17T13:04:32.808621,2026-04-17,13:04:32,0.9019,0.0,0.6908,55.25,31.62,230.06,1,Low Gas
2026-04-17T13:04:35.673151,2026-04-17,13:04:35,1.04,0.0,0.7821,50.45,31.62,220.59,1,Low Gas
2026-04-17T13:04:37.900029,2026-04-17,13:04:37,1.1078,0.0,0.8833,48.25,31.62,210.54,1,Low Gas
2026-04-17T13:04:40.802948,2026-04-17,13:04:40,1.1641,0.0,0.9619,46.49,31.62,203.05,1,Low Gas
2026-04-17T13:04:42.977327,2026-04-17,13:04:42,1.2065,0.0,0.9581,45.22,31.62,203.41,1,Low Gas
2026-04-17T13:04:45.625236,2026-04-17,13:04:45,1.1797,0.0,0.9912,46.02,31.62,200.34,1,Low Gas
2026-04-17T13:04:48.072759,2026-04-17,13:04:48,1.1606,0.0,1.0143,46.6,31.62,198.22,1,Low Gas
2026-04-17T13:04:50.372412,2026-04-17,13:04:50,1.1419,0.0,1.0799,47.18,31.62,192.32,1,Low Gas
2026-04-17T13:04:52.508436,2026-04-17,13:04:52,1.2278,0.0,1.2092,44.59,31.62,181.2,1,Low Gas
2026-04-17T13:04:54.844507,2026-04-17,13:04:54,1.2572,0.0,1.2743,43.73,31.62,175.85,1,Low Gas
2026-04-17T13:04:57.421393,2026-04-17,13:04:57,1.3583,0.0,1.3807,40.92,31.62,167.44,1,Low Gas
2026-04-17T13:04:59.750551,2026-04-17,13:04:59,1.5252,0.0065,1.5397,36.66,31.39,155.62,1,Low Gas
2026-04-17T13:05:02.074864,2026-04-17,13:05:02,1.701,0.0357,1.6889,32.66,30.35,145.29,1,Low Gas
2026-04-17T13:05:04.452543,2026-04-17,13:05:04,1.7283,0.0595,1.7471,32.08,29.53,141.44,1,Low Gas
2026-04-17T13:05:07.009262,2026-04-17,13:05:07,1.6933,0.0819,1.7146,32.82,28.78,143.57,1,Low Gas
2026-04-17T13:05:09.136271,2026-04-17,13:05:09,1.8439,0.1473,1.8478,29.73,26.69,135.03,1,Low Gas
2026-04-17T13:05:11.360688,2026-04-17,13:05:11,1.9426,0.1521,1.9002,27.86,26.54,131.82,1,Low Gas
2026-04-17T13:05:13.667702,2026-04-17,13:05:13,2.0845,0.204,2.014,25.38,25.0,125.08,1,Low Gas
2026-04-17T13:05:15.923273,2026-04-17,13:05:15,2.225,0.2599,2.1162,23.14,23.45,119.33,1,Low Gas
2026-04-17T13:05:18.790445,2026-04-17,13:05:18,2.2886,0.2409,2.2205,22.19,23.96,113.74,1,Low Gas
2026-04-17T13:05:21.047201,2026-04-17,13:05:21,2.3306,0.248,2.3454,21.58,23.77,107.38,1,Low Gas
2026-04-17T13:05:23.540406,2026-04-17,13:05:23,2.3367,0.2701,2.4102,21.5,23.17,104.22,1,Low Gas
2026-04-17T13:05:25.983836,2026-04-17,13:05:25,2.1941,0.2498,2.3581,23.61,23.72,106.75,1,Low Gas
2026-04-17T13:05:28.406373,2026-04-17,13:05:28,2.1721,0.2351,2.4235,23.96,24.12,103.58,1,Low Gas
2026-04-17T13:05:30.872786,2026-04-17,13:05:30,2.0974,0.204,2.3872,25.16,25.0,105.33,1,Low Gas
2026-04-17T13:05:33.326127,2026-04-17,13:05:33,2.1775,0.2409,2.4744,23.87,23.96,101.19,1,Low Gas
2026-04-17T13:05:35.637426,2026-04-17,13:05:35,2.2221,0.2798,2.5485,23.18,22.91,97.79,1,Low Gas
2026-04-17T13:05:37.775067,2026-04-17,13:05:37,2.3005,0.3207,2.5485,22.01,21.86,97.79,1,Low Gas
2026-04-17T13:05:40.092110,2026-04-17,13:05:40,2.3306,0.3456,2.5924,21.58,21.24,95.83,1,Low Gas
2026-04-17T13:05:42.359914,2026-04-17,13:05:42,2.2536,0.3417,2.6261,22.71,21.34,94.36,1,Low Gas
2026-04-17T13:05:44.590108,2026-04-17,13:05:44,2.2392,0.3501,2.5961,22.92,21.13,95.67,1,Low Gas
2026-04-17T13:05:46.992062,2026-04-17,13:05:46,2.2857,0.3691,2.6073,22.23,20.68,95.18,1,Low Gas
2026-04-17T13:05:49.681504,2026-04-17,13:05:49,2.2652,0.4093,2.7517,22.53,19.74,89.06,1,Low Gas
2026-04-17T13:05:51.797231,2026-04-17,13:05:51,2.271,0.4265,2.7763,22.45,19.35,88.05,1,Low Gas
2026-04-17T13:05:54.004217,2026-04-17,13:05:54,2.4116,0.4086,2.9091,20.46,19.75,82.83,1,Low Gas
2026-04-17T13:05:56.685385,2026-04-17,13:05:56,2.4802,0.4224,2.9863,19.56,19.44,79.93,1,Low Gas
2026-04-17T13:05:59.143552,2026-04-17,13:05:59,2.5906,0.4121,3.0524,18.19,19.68,77.54,1,Low Gas
2026-04-17T13:06:01.704301,2026-04-17,13:06:01,2.5906,0.4162,3.1309,18.19,19.58,74.78,1,Low Gas
2026-04-17T13:06:04.165496,2026-04-17,13:06:04,2.5906,0.4252,3.1714,18.19,19.38,73.4,1,Low Gas
2026-04-17T13:06:06.456385,2026-04-17,13:06:06,2.623,0.4391,3.2232,17.81,19.07,71.67,1,Low Gas
2026-04-17T13:06:08.736712,2026-04-17,13:06:08,2.5977,0.456,3.2927,18.11,18.71,69.42,1,Low Gas
2026-04-17T13:06:11.105949,2026-04-17,13:06:11,2.5693,0.4454,3.3256,18.45,18.94,68.37,1,Low Gas
2026-04-17T13:06:13.625151,2026-04-17,13:06:13,0.0042,0.0,0.6682,99.72,31.62,232.46,1,Low Gas
2026-04-17T13:06:16.591169,2026-04-17,13:06:16,0.0,0.0,0.0027,100.0,31.62,315.84,1,Low Gas
2026-04-17T13:06:19.144075,2026-04-17,13:06:19,0.2422,0.0,0.1703,85.27,31.62,292.37,1,Low Gas
2026-04-17T13:06:21.616242,2026-04-17,13:06:21,0.4397,0.0,0.2879,74.88,31.62,276.96,1,Low Gas
2026-04-17T13:06:23.976284,2026-04-17,13:06:23,0.6075,0.0,0.4416,67.05,31.62,258.04,1,Low Gas
2026-04-17T13:06:26.446587,2026-04-17,13:06:26,0.7,0.0,0.5847,63.09,31.62,241.58,1,Low Gas
2026-04-17T13:06:29.085324,2026-04-17,13:06:29,0.847,0.0,0.7602,57.28,31.62,222.82,1,Low Gas
2026-04-17T13:06:31.505825,2026-04-17,13:06:31,0.1443,0.0,0.0093,90.94,31.62,314.87,1,Low Gas
2026-04-17T13:06:34.032476,2026-04-17,13:06:34,0.0,0.0,0.0,100.0,31.62,316.23,1,Low Gas
2026-04-17T13:06:36.424629,2026-04-17,13:06:36,0.2491,0.0,0.0729,84.88,31.62,305.79,1,Low Gas
2026-04-17T13:06:38.699770,2026-04-17,13:06:38,0.5054,0.0,0.4645,71.71,31.62,255.33,1,Low Gas
2026-04-17T13:06:41.129921,2026-04-17,13:06:41,0.057,0.0,0.0,96.32,31.62,316.23,1,Low Gas
2026-04-17T13:06:43.588749,2026-04-17,13:06:43,0.1743,0.0,0.0,89.17,31.62,316.23,1,Low Gas
2026-04-17T13:06:45.727231,2026-04-17,13:06:45,0.4062,0.0,0.2034,76.55,31.62,287.96,1,Low Gas
2026-04-17T13:06:47.893874,2026-04-17,13:06:47,0.5487,0.0,0.4746,69.7,31.62,254.15,1,Low Gas
2026-04-17T13:06:50.199876,2026-04-17,13:06:50,0.6326,0.0,0.587,65.95,31.62,241.33,1,Low Gas
2026-04-17T13:06:52.338560,2026-04-17,13:06:52,0.8783,0.0,0.6902,56.11,31.62,230.13,1,Low Gas
2026-04-17T13:06:54.663874,2026-04-17,13:06:54,1.0473,0.0,0.7836,50.21,31.62,220.43,1,Low Gas
2026-04-17T13:06:56.897886,2026-04-17,13:06:56,1.0194,0.0018,0.7836,51.14,31.56,220.43,1,Low Gas
2026-04-17T13:06:59.360620,2026-04-17,13:06:59,1.3554,0.1414,0.9882,41.0,26.87,200.61,1,Low Gas
2026-04-17T13:07:01.832155,2026-04-17,13:07:01,1.6555,0.2409,1.1601,33.65,23.96,185.35,1,Low Gas
2026-04-17T13:07:04.087869,2026-04-17,13:07:04,1.8834,0.3044,1.3058,28.97,22.27,173.32,1,Low Gas
2026-04-17T13:07:06.241468,2026-04-17,13:07:06,2.0093,0.3302,1.4079,26.66,21.62,165.35,1,Low Gas
2026-04-17T13:07:08.394483,2026-04-17,13:07:08,2.2193,0.3797,1.5606,23.22,20.43,154.13,1,Low Gas
2026-04-17T13:07:10.585189,2026-04-17,13:07:10,2.3612,0.4121,1.6849,21.15,19.68,145.55,1,Low Gas
2026-04-17T13:07:13.078975,2026-04-17,13:07:13,2.4504,0.4504,1.7492,19.95,18.83,141.31,1,Low Gas
2026-04-17T13:08:37.734425,2026-04-17,13:08:37,3.0209,0.7398,4.1988,13.7,13.49,45.73,1,Low Gas
2026-04-17T13:08:40.164308,2026-04-17,13:08:40,2.9939,0.7389,4.2483,13.95,13.51,44.7,1,Low Gas
2026-04-17T13:08:42.813287,2026-04-17,13:08:42,3.0997,0.7633,4.4118,13.01,13.13,41.46,1,Low Gas
2026-04-17T13:08:45.279453,2026-04-17,13:08:45,3.1139,0.7633,4.4657,12.89,13.13,40.44,1,Low Gas
2026-04-17T13:08:47.577857,2026-04-17,13:08:47,3.0997,0.7533,4.5769,13.01,13.28,38.43,1,Low Gas
2026-04-17T13:08:50.015485,2026-04-17,13:08:50,3.0949,0.7533,4.5393,13.05,13.28,39.1,1,Low Gas
2026-04-17T13:08:52.604137,2026-04-17,13:08:52,3.0715,0.7733,4.6055,13.26,12.98,37.92,1,Low Gas
2026-04-17T13:08:55.260412,2026-04-17,13:08:55,3.0164,0.7533,4.6055,13.75,13.28,37.92,1,Low Gas
2026-04-17T13:08:58.138767,2026-04-17,13:08:58,2.9717,0.7283,4.4566,14.16,13.67,40.61,1,Low Gas
2026-04-17T13:09:00.589451,2026-04-17,13:09:00,0.2659,0.0,0.0,83.95,31.62,316.23,1,Low Gas
2026-04-17T13:09:02.721296,2026-04-17,13:09:02,0.3138,0.0,0.0,81.35,31.62,316.23,1,Low Gas
2026-04-17T13:09:04.859331,2026-04-17,13:09:04,0.4191,0.0,0.0,75.9,31.62,316.23,1,Low Gas
2026-04-17T13:09:07.397928,2026-04-17,13:09:07,0.3721,0.0,0.1097,78.29,31.62,300.65,1,Low Gas
2026-04-17T13:09:09.661987,2026-04-17,13:09:09,0.3149,0.0,0.442,81.29,31.62,257.98,1,Low Gas
2026-04-17T13:09:12.059718,2026-04-17,13:09:12,0.4727,0.0,0.6591,73.27,31.62,233.44,1,Low Gas
2026-04-17T13:09:14.316394,2026-04-17,13:09:14,0.6987,0.0,0.8755,63.15,31.62,211.3,1,Low Gas
2026-04-17T13:09:16.444279,2026-04-17,13:09:16,0.8529,0.0,1.0722,57.06,31.62,193.0,1,Low Gas
2026-04-17T13:09:19.127500,2026-04-17,13:09:19,0.6946,0.0,1.0998,63.32,31.62,190.56,1,Low Gas
2026-04-17T13:09:21.485830,2026-04-17,13:09:21,0.6764,0.0,1.126,64.08,31.62,188.28,1,Low Gas
2026-04-17T13:09:23.764912,2026-04-17,13:09:23,0.9225,0.0329,1.3283,54.5,30.45,171.53,1,Low Gas
2026-04-17T13:09:26.044655,2026-04-17,13:09:26,1.0792,0.0844,1.5294,49.17,28.7,156.36,1,Low Gas
2026-04-17T13:09:28.175616,2026-04-17,13:09:28,1.163,0.1575,1.5226,46.53,26.38,156.85,1,Low Gas
2026-05-04T08:25:11.823266,2026-05-04,08:25:11,4.5032,2.6308,21.5991,5.17,1.53,0.02,1,Low Gas
2026-05-04T08:25:14.383198,2026-05-04,08:25:14,4.4511,2.644,21.9399,5.35,1.51,0.01,1,Low Gas
2026-05-04T08:25:16.561113,2026-05-04,08:25:16,4.4857,2.6734,22.8393,5.23,1.46,0.01,1,Low Gas
2026-05-04T08:25:19.503252,2026-05-04,08:25:19,4.4944,2.6547,22.1143,5.2,1.49,0.01,1,Low Gas
2026-05-04T08:25:22.070889,2026-05-04,08:25:22,4.3665,2.6978,23.0278,5.66,1.42,0.01,1,Low Gas
2026-05-04T08:25:24.626227,2026-05-04,08:25:24,4.3089,2.6654,21.5991,5.87,1.47,0.02,1,Low Gas
2026-05-04T08:25:27.079991,2026-05-04,08:25:27,4.4339,2.6573,24.652,5.41,1.48,0.0,1,Low Gas
2026-05-04T08:25:29.477880,2026-05-04,08:25:29,4.3582,2.6842,22.8393,5.69,1.44,0.01,1,Low Gas
2026-05-04T08:25:31.998952,2026-05-04,08:25:31,4.4254,2.6815,23.4141,5.44,1.44,0.01,1,Low Gas
2026-05-04T08:25:34.440759,2026-05-04,08:25:34,4.4254,2.668,22.2913,5.44,1.47,0.01,1,Low Gas
2026-05-04T08:25:36.870195,2026-05-04,08:25:36,4.3916,2.7114,23.8131,5.56,1.39,0.01,1,Low Gas
2026-05-04T08:25:39.097270,2026-05-04,08:25:39,4.4339,2.7169,22.6538,5.41,1.39,0.01,1,Low Gas
2026-05-04T08:25:41.333244,2026-05-04,08:25:41,4.3832,2.6869,23.6119,5.59,1.43,0.01,1,Low Gas
2026-05-04T08:25:43.620192,2026-05-04,08:25:43,4.4425,2.6707,24.0175,5.38,1.46,0.0,1,Low Gas
2026-05-04T08:25:46.047277,2026-05-04,08:25:46,4.4,2.6761,23.0278,5.53,1.45,0.01,1,Low Gas
2026-05-04T08:25:48.391939,2026-05-04,08:25:48,4.3832,2.6734,23.8131,5.59,1.46,0.01,1,Low Gas
2026-05-04T08:25:50.785015,2026-05-04,08:25:50,4.4169,2.7114,25.5503,5.47,1.39,0.0,1,Low Gas
2026-05-04T08:25:53.148414,2026-05-04,08:25:53,4.3665,2.6896,23.4141,5.66,1.43,0.01,1,Low Gas
2026-05-04T08:25:55.531504,2026-05-04,08:25:55,4.4944,2.7251,22.4711,5.2,1.37,0.01,1,Low Gas
2026-05-04T08:25:57.999164,2026-05-04,08:25:57,4.4944,2.6896,24.0175,5.2,1.43,0.0,1,Low Gas
2026-05-04T08:26:00.452877,2026-05-04,08:26:00,4.4,2.7279,24.2255,5.53,1.37,0.0,1,Low Gas
2026-05-04T08:26:02.782754,2026-05-04,08:26:02,4.4425,2.7032,24.4369,5.38,1.41,0.0,1,Low Gas
2026-05-04T08:26:05.000135,2026-05-04,08:26:05,4.4944,2.7141,25.5503,5.2,1.39,0.0,1,Low Gas
2026-05-04T08:26:07.243125,2026-05-04,08:26:07,4.4683,2.7169,22.4711,5.29,1.39,0.01,1,Low Gas
2026-05-04T08:26:09.687440,2026-05-04,08:26:09,4.3582,2.6869,24.0175,5.69,1.43,0.0,1,Low Gas
2026-05-04T08:26:12.028645,2026-05-04,08:26:12,4.3665,2.7306,25.3198,5.66,1.36,0.0,1,Low Gas
2026-05-04T08:26:14.275051,2026-05-04,08:26:14,4.477,2.7169,24.8707,5.26,1.39,0.0,1,Low Gas
2026-05-04T08:26:16.949982,2026-05-04,08:26:16,4.3665,2.7224,23.8131,5.66,1.38,0.01,1,Low Gas
2026-05-04T08:26:19.347709,2026-05-04,08:26:19,4.4254,2.7224,24.652,5.44,1.38,0.0,1,Low Gas
2026-05-04T08:26:21.795942,2026-05-04,08:26:21,4.5474,2.7251,25.0933,5.02,1.37,0.0,1,Low Gas
2026-05-04T08:26:24.282795,2026-05-04,08:26:24,4.4683,2.6761,25.0933,5.29,1.45,0.0,1,Low Gas
2026-05-04T08:26:26.443334,2026-05-04,08:26:26,4.317,2.7087,23.8131,5.84,1.4,0.01,1,Low Gas
2026-05-04T08:26:28.875063,2026-05-04,08:26:28,4.477,2.7169,23.2194,5.26,1.39,0.01,1,Low Gas
2026-05-04T08:26:31.059159,2026-05-04,08:26:31,4.3252,2.7279,25.0933,5.81,1.37,0.0,1,Low Gas
2026-05-04T08:26:33.371731,2026-05-04,08:26:33,4.317,2.668,23.4141,5.84,1.47,0.01,1,Low Gas
2026-05-04T08:26:35.836001,2026-05-04,08:26:35,4.5385,2.7087,25.0933,5.05,1.4,0.0,1,Low Gas
2026-05-04T08:26:38.379373,2026-05-04,08:26:38,4.3582,2.7556,24.2255,5.69,1.32,0.0,1,Low Gas
2026-05-04T08:26:40.694966,2026-05-04,08:26:40,4.5474,2.7224,24.8707,5.02,1.38,0.0,1,Low Gas
2026-05-04T08:26:43.109645,2026-05-04,08:26:43,4.4339,2.7584,26.0237,5.41,1.32,0.0,1,Low Gas
2026-05-04T08:26:45.530042,2026-05-04,08:26:45,4.3916,2.7472,25.0933,5.56,1.34,0.0,1,Low Gas
2026-05-04T08:26:48.036059,2026-05-04,08:26:48,4.3416,2.7279,24.4369,5.75,1.37,0.0,1,Low Gas
2026-05-04T08:26:50.599114,2026-05-04,08:26:50,4.3582,2.7059,25.0933,5.69,1.4,0.0,1,Low Gas
2026-05-04T08:26:53.031586,2026-05-04,08:26:53,4.4339,2.7417,25.7849,5.41,1.35,0.0,1,Low Gas
2026-05-04T08:26:55.588401,2026-05-04,08:26:55,4.5653,2.7169,24.4369,4.96,1.39,0.0,1,Low Gas
2026-05-04T08:26:57.817499,2026-05-04,08:26:57,4.4339,2.7528,25.5503,5.41,1.33,0.0,1,Low Gas
2026-05-04T08:27:00.494179,2026-05-04,08:27:00,4.5032,2.7334,24.652,5.17,1.36,0.0,1,Low Gas
2026-05-04T08:27:02.721325,2026-05-04,08:27:02,4.4254,2.7169,25.3198,5.44,1.39,0.0,1,Low Gas
2026-05-04T08:27:04.966451,2026-05-04,08:27:04,4.5743,2.764,26.5145,4.93,1.31,0.0,1,Low Gas
2026-05-04T08:27:07.395276,2026-05-04,08:27:07,4.4425,2.7724,25.7849,5.38,1.3,0.0,1,Low Gas
2026-05-04T08:27:09.986139,2026-05-04,08:27:09,4.5923,2.7752,25.7849,4.87,1.3,0.0,1,Low Gas
2026-05-04T08:27:12.163781,2026-05-04,08:27:12,4.477,2.7752,24.8707,5.26,1.3,0.0,1,Low Gas
2026-05-04T08:27:14.615564,2026-05-04,08:27:14,4.5923,2.778,25.7849,4.87,1.29,0.0,1,Low Gas
2026-05-04T08:27:16.781732,2026-05-04,08:27:16,4.5833,2.7528,25.7849,4.9,1.33,0.0,1,Low Gas
2026-05-04T08:27:18.917218,2026-05-04,08:27:18,4.4944,2.7921,26.2669,5.2,1.27,0.0,1,Low Gas
2026-05-04T08:27:21.081866,2026-05-04,08:27:21,4.4857,2.7668,25.7849,5.23,1.31,0.0,1,Low Gas
2026-05-04T08:27:23.372061,2026-05-04,08:27:23,4.5923,2.812,27.5522,4.87,1.24,0.0,1,Low Gas
2026-05-04T08:27:25.986033,2026-05-04,08:27:25,4.4511,2.7808,26.5145,5.35,1.29,0.0,1,Low Gas
2026-05-04T08:27:28.282165,2026-05-04,08:27:28,4.4597,2.7865,26.2669,5.32,1.28,0.0,1,Low Gas
2026-05-04T08:27:30.567522,2026-05-04,08:27:30,4.6659,2.795,28.1013,4.64,1.27,0.0,1,Low Gas
2026-05-04T08:27:32.764305,2026-05-04,08:27:32,4.6014,2.835,25.5503,4.85,1.21,0.0,1,Low Gas
2026-05-04T08:27:35.394097,2026-05-04,08:27:35,4.4339,2.7893,25.7849,5.41,1.27,0.0,1,Low Gas
2026-05-04T08:27:37.711665,2026-05-04,08:27:37,4.4084,2.8035,27.5522,5.5,1.25,0.0,1,Low Gas
2026-05-04T08:27:40.111934,2026-05-04,08:27:40,4.4339,2.8553,25.7849,5.41,1.18,0.0,1,Low Gas
2026-05-04T08:27:42.285703,2026-05-04,08:27:42,4.477,2.8063,26.0237,5.26,1.25,0.0,1,Low Gas
2026-05-04T08:27:44.619266,2026-05-04,08:27:44,4.4254,2.8235,26.2669,5.44,1.23,0.0,1,Low Gas
2026-05-04T08:27:46.896706,2026-05-04,08:27:46,4.4683,2.7978,25.7849,5.29,1.26,0.0,1,Low Gas
2026-05-04T08:27:49.125446,2026-05-04,08:27:49,4.4084,2.812,25.7849,5.5,1.24,0.0,1,Low Gas
2026-05-04T08:27:51.424413,2026-05-04,08:27:51,4.4254,2.812,25.7849,5.44,1.24,0.0,1,Low Gas
2026-05-04T08:27:54.137785,2026-05-04,08:27:54,4.5923,2.8006,28.1013,4.87,1.26,0.0,1,Low Gas
2026-05-04T08:27:56.710624,2026-05-04,08:27:56,4.6014,2.812,28.3839,4.85,1.24,0.0,1,Low Gas
2026-05-04T08:27:58.992346,2026-05-04,08:27:58,4.5563,2.8437,26.0237,4.99,1.2,0.0,1,Low Gas
2026-05-04T08:28:01.204913,2026-05-04,08:28:01,4.6014,2.8524,26.5145,4.85,1.19,0.0,1,Low Gas
2026-05-04T08:28:03.760498,2026-05-04,08:28:03,4.6105,2.835,28.3839,4.82,1.21,0.0,1,Low Gas
2026-05-04T08:28:06.133033,2026-05-04,08:28:06,4.6473,2.8063,28.1013,4.7,1.25,0.0,1,Low Gas
2026-05-04T08:28:08.680753,2026-05-04,08:28:08,4.6014,0.0,27.2854,4.85,31.62,0.0,1,Low Gas
2026-05-04T08:28:11.147602,2026-05-04,08:28:11,4.4857,0.0,28.3839,5.23,31.62,0.0,1,Low Gas
2026-05-04T08:28:13.311107,2026-05-04,08:28:13,4.5032,0.2252,1.0423,5.17,24.4,195.68,0,Clean Air
2026-05-04T08:28:15.974934,2026-05-04,08:28:15,4.5653,0.4066,1.6,4.96,19.8,151.36,0,Clean Air
2026-05-04T08:28:18.465552,2026-05-04,08:28:18,4.3416,0.7416,2.6489,5.75,13.46,93.37,0,Clean Air
2026-05-04T08:28:20.720125,2026-05-04,08:28:20,4.4,0.9882,3.801,5.53,10.14,54.93,0,Clean Air
2026-05-04T08:28:23.034326,2026-05-04,08:28:23,4.3252,1.1511,4.7835,5.81,8.4,34.94,3,High Gas
2026-05-04T08:28:25.507093,2026-05-04,08:28:25,4.1512,1.2742,5.7436,6.52,7.29,22.45,1,Low Gas
2026-05-04T08:28:27.954637,2026-05-04,08:28:27,4.317,1.3936,6.6977,5.84,6.36,14.47,3,High Gas
2026-05-04T08:28:30.419702,2026-05-04,08:28:30,4.3089,1.4692,7.3432,5.87,5.83,10.75,3,High Gas
2026-05-04T08:28:32.691668,2026-05-04,08:28:32,4.2765,1.5575,8.4672,6.0,5.26,6.41,1,Low Gas
2026-05-04T08:28:35.058245,2026-05-04,08:28:35,4.4597,1.6328,8.9149,5.32,4.83,5.21,1,Low Gas
2026-05-04T08:28:37.359184,2026-05-04,08:28:37,4.317,1.6635,9.6929,5.84,4.66,3.64,1,Low Gas
2026-05-04T08:28:39.740408,2026-05-04,08:28:39,4.3416,1.7419,10.1908,5.75,4.26,2.9,1,Low Gas
2026-05-04T08:28:42.477511,2026-05-04,08:28:42,4.3089,1.7833,10.5643,5.87,4.06,2.44,1,Low Gas
2026-05-04T08:28:44.911260,2026-05-04,08:28:44,4.4339,1.8327,11.3445,5.41,3.83,1.7,1,Low Gas
