date,time,mq2_adc,mq2_rs,mq2_ratio,mq2_ppm,mq135_adc,mq135_rs,mq135_ratio,mq135_ppm,mq7_adc,mq7_rs,mq7_ratio,mq7_ppm,label
2026-04-01,02:23:14,302,251192.05,21.54,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:23:16,304,249407.89,21.39,0.0,1582,31769.91,2.65,0.19,117,680000.0,61.82,0.0,0
2026-04-01,02:23:18,299,253913.03,21.78,0.0,1554,32702.71,2.73,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:23:20,313,241661.34,20.73,0.0,1574,32033.04,2.67,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:23:22,304,249407.89,21.39,0.0,1574,32033.04,2.67,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:23:24,311,243344.05,20.87,0.0,1570,32165.61,2.68,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:23:26,301,252093.03,21.62,0.0,1568,32232.14,2.69,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:23:28,317,238359.63,20.44,0.0,1565,32332.27,2.69,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:23:30,305,248524.59,21.31,0.0,1562,32432.78,2.7,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:23:32,306,247647.06,21.24,0.0,1589,31541.85,2.63,0.19,119,668235.31,60.75,0.0,0
2026-04-01,02:23:34,294,258571.42,22.18,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:23:36,301,252093.03,21.62,0.0,1564,32365.73,2.7,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:23:38,306,247647.06,21.24,0.0,1563,32399.23,2.7,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:23:40,299,253913.03,21.78,0.0,1563,32399.23,2.7,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:23:42,311,243344.05,20.87,0.0,1594,31380.18,2.62,0.19,114,698421.06,63.49,0.0,0
2026-04-01,02:23:44,294,258571.42,22.18,0.0,1557,32601.16,2.72,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:23:46,305,248524.59,21.31,0.0,1584,31704.54,2.64,0.19,115,692173.87,62.92,0.0,0
2026-04-01,02:23:48,299,253913.03,21.78,0.0,1554,32702.71,2.73,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:23:50,312,242500.0,20.8,0.0,1587,31606.8,2.63,0.19,116,686034.44,62.37,0.0,0
2026-04-01,02:23:52,303,250297.03,21.47,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:23:54,312,242500.0,20.8,0.0,1584,31704.54,2.64,0.19,114,698421.06,63.49,0.0,0
2026-04-01,02:23:56,299,253913.03,21.78,0.0,1552,32770.62,2.73,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:23:58,311,243344.05,20.87,0.0,1579,31868.27,2.66,0.19,118,674067.81,61.28,0.0,0
2026-04-01,02:24:00,301,252093.03,21.62,0.0,1567,32265.47,2.69,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:24:02,304,249407.89,21.39,0.0,1574,32033.04,2.67,0.18,118,674067.81,61.28,0.0,0
2026-04-01,02:24:04,298,254832.22,21.86,0.0,1535,33355.05,2.78,0.17,113,704778.75,64.07,0.0,0
2026-04-01,02:24:06,313,241661.34,20.73,0.0,1585,31671.92,2.64,0.19,113,704778.75,64.07,0.0,0
2026-04-01,02:24:08,304,249407.89,21.39,0.0,1558,32567.39,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:24:10,304,249407.89,21.39,0.0,1552,32770.62,2.73,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:24:12,304,249407.89,21.39,0.0,1568,32232.14,2.69,0.18,110,724545.44,65.87,0.0,0
2026-04-01,02:24:14,295,257627.13,22.09,0.0,1556,32634.96,2.72,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:24:16,304,249407.89,21.39,0.0,1575,32000.0,2.67,0.18,119,668235.31,60.75,0.0,0
2026-04-01,02:24:18,308,245909.09,21.09,0.0,1554,32702.71,2.73,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:24:20,309,245048.53,21.02,0.0,1564,32365.73,2.7,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:24:22,301,252093.03,21.62,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:24:24,310,244193.55,20.94,0.0,1567,32265.47,2.69,0.18,118,674067.81,61.28,0.0,0
2026-04-01,02:24:26,300,253000.0,21.7,0.0,1566,32298.85,2.69,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:24:28,304,249407.89,21.39,0.0,1585,31671.92,2.64,0.19,114,698421.06,63.49,0.0,0
2026-04-01,02:24:30,299,253913.03,21.78,0.0,1552,32770.62,2.73,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:24:32,313,241661.34,20.73,0.0,1563,32399.23,2.7,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:24:34,298,254832.22,21.86,0.0,1572,32099.24,2.67,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:24:36,304,249407.89,21.39,0.0,1575,32000.0,2.67,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:24:38,304,249407.89,21.39,0.0,1562,32432.78,2.7,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:24:40,305,248524.59,21.31,0.0,1559,32533.67,2.71,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:24:42,300,253000.0,21.7,0.0,1569,32198.85,2.68,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:24:44,304,249407.89,21.39,0.0,1561,32466.37,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:24:46,311,243344.05,20.87,0.0,1535,33355.05,2.78,0.17,114,698421.06,63.49,0.0,0
2026-04-01,02:24:48,300,253000.0,21.7,0.0,1559,32533.67,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:24:50,310,244193.55,20.94,0.0,1568,32232.14,2.69,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:24:52,301,252093.03,21.62,0.0,1562,32432.78,2.7,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:24:54,314,240828.03,20.65,0.0,1567,32265.47,2.69,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:24:56,304,249407.89,21.39,0.0,1562,32432.78,2.7,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:24:58,313,241661.34,20.73,0.0,1577,31934.05,2.66,0.18,119,668235.31,60.75,0.0,0
2026-04-01,02:25:00,305,248524.59,21.31,0.0,1535,33355.05,2.78,0.17,113,704778.75,64.07,0.0,0
2026-04-01,02:25:02,311,243344.05,20.87,0.0,1584,31704.54,2.64,0.19,117,680000.0,61.82,0.0,0
2026-04-01,02:25:04,299,253913.03,21.78,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:25:06,313,241661.34,20.73,0.0,1584,31704.54,2.64,0.19,113,704778.75,64.07,0.0,0
2026-04-01,02:25:08,306,247647.06,21.24,0.0,1535,33355.05,2.78,0.17,113,704778.75,64.07,0.0,0
2026-04-01,02:25:10,308,245909.09,21.09,0.0,1567,32265.47,2.69,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:25:12,299,253913.03,21.78,0.0,1565,32332.27,2.69,0.18,110,724545.44,65.87,0.0,0
2026-04-01,02:25:14,299,253913.03,21.78,0.0,1558,32567.39,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:25:16,304,249407.89,21.39,0.0,1566,32298.85,2.69,0.18,110,724545.44,65.87,0.0,0
2026-04-01,02:25:18,299,253913.03,21.78,0.0,1555,32668.81,2.72,0.18,108,738333.31,67.12,0.0,0
2026-04-01,02:25:20,308,245909.09,21.09,0.0,1569,32198.85,2.68,0.18,111,717837.81,65.26,0.0,0
2026-04-01,02:25:22,299,253913.03,21.78,0.0,1561,32466.37,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:25:24,304,249407.89,21.39,0.0,1569,32198.85,2.68,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:25:26,301,252093.03,21.62,0.0,1558,32567.39,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:25:28,301,252093.03,21.62,0.0,1565,32332.27,2.69,0.18,117,680000.0,61.82,0.0,0
2026-04-01,02:25:30,296,256689.19,22.01,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:25:32,309,245048.53,21.02,0.0,1564,32365.73,2.7,0.18,118,674067.81,61.28,0.0,0
2026-04-01,02:25:34,299,253913.03,21.78,0.0,1535,33355.05,2.78,0.17,109,731376.13,66.49,0.0,0
2026-04-01,02:25:36,302,251192.05,21.54,0.0,1581,31802.65,2.65,0.19,118,674067.81,61.28,0.0,0
2026-04-01,02:25:38,299,253913.03,21.78,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:25:40,305,248524.59,21.31,0.0,1582,31769.91,2.65,0.19,113,704778.75,64.07,0.0,0
2026-04-01,02:25:42,299,253913.03,21.78,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:25:44,301,252093.03,21.62,0.0,1562,32432.78,2.7,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:25:46,304,249407.89,21.39,0.0,1569,32198.85,2.68,0.18,116,686034.44,62.37,0.0,0
2026-04-01,02:25:48,304,249407.89,21.39,0.0,1535,33355.05,2.78,0.17,113,704778.75,64.07,0.0,0
2026-04-01,02:25:50,298,254832.22,21.86,0.0,1553,32736.64,2.73,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:25:52,305,248524.59,21.31,0.0,1559,32533.67,2.71,0.18,111,717837.81,65.26,0.0,0
2026-04-01,02:25:54,314,240828.03,20.65,0.0,1579,31868.27,2.66,0.19,115,692173.87,62.92,0.0,0
2026-04-01,02:25:56,314,240828.03,20.65,0.0,1567,32265.47,2.69,0.18,103,775145.63,70.47,0.0,0
2026-04-01,02:25:58,304,249407.89,21.39,0.0,1560,32500.0,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:26:00,299,253913.03,21.78,0.0,1562,32432.78,2.7,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:26:02,304,249407.89,21.39,0.0,1563,32399.23,2.7,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:26:04,303,250297.03,21.47,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:26:06,306,247647.06,21.24,0.0,1574,32033.04,2.67,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:26:08,304,249407.89,21.39,0.0,1565,32332.27,2.69,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:26:10,314,240828.03,20.65,0.0,1571,32132.4,2.68,0.18,108,738333.31,67.12,0.0,0
2026-04-01,02:26:12,302,251192.05,21.54,0.0,1559,32533.67,2.71,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:26:14,301,252093.03,21.62,0.0,1567,32265.47,2.69,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:26:16,305,248524.59,21.31,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:26:18,311,243344.05,20.87,0.0,1580,31835.44,2.65,0.19,112,711250.0,64.66,0.0,0
2026-04-01,02:26:20,297,255757.58,21.93,0.0,1559,32533.67,2.71,0.18,116,686034.44,62.37,0.0,0
2026-04-01,02:26:22,299,253913.03,21.78,0.0,1554,32702.71,2.73,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:26:24,304,249407.89,21.39,0.0,1553,32736.64,2.73,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:26:26,294,258571.42,22.18,0.0,1555,32668.81,2.72,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:26:28,304,249407.89,21.39,0.0,1573,32066.12,2.67,0.18,118,674067.81,61.28,0.0,0
2026-04-01,02:26:30,301,252093.03,21.62,0.0,1557,32601.16,2.72,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:26:32,311,243344.05,20.87,0.0,1578,31901.14,2.66,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:26:34,297,255757.58,21.93,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:26:36,303,250297.03,21.47,0.0,1561,32466.37,2.71,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:26:38,303,250297.03,21.47,0.0,1562,32432.78,2.7,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:26:40,314,240828.03,20.65,0.0,1583,31737.21,2.64,0.19,113,704778.75,64.07,0.0,0
2026-04-01,02:26:42,304,249407.89,21.39,0.0,1535,33355.05,2.78,0.17,118,674067.81,61.28,0.0,0
2026-04-01,02:26:44,319,236739.83,20.3,0.0,1566,32298.85,2.69,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:26:46,304,249407.89,21.39,0.0,1561,32466.37,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:26:48,308,245909.09,21.09,0.0,1559,32533.67,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:26:50,306,247647.06,21.24,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:26:52,293,259522.19,22.26,0.0,1562,32432.78,2.7,0.18,107,745420.56,67.77,0.0,0
2026-04-01,02:26:54,288,264375.0,22.67,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:26:56,292,260479.45,22.34,0.0,1564,32365.73,2.7,0.18,110,724545.44,65.87,0.0,0
2026-04-01,02:26:58,303,250297.03,21.47,0.0,1563,32399.23,2.7,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:27:00,291,261443.31,22.42,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:27:02,309,245048.53,21.02,0.0,1575,32000.0,2.67,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:27:04,307,246775.23,21.16,0.0,1559,32533.67,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:27:06,320,235937.48,20.23,0.0,1579,31868.27,2.66,0.19,112,711250.0,64.66,0.0,0
2026-04-01,02:27:08,303,250297.03,21.47,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:27:10,304,249407.89,21.39,0.0,1582,31769.91,2.65,0.19,115,692173.87,62.92,0.0,0
2026-04-01,02:27:12,299,253913.03,21.78,0.0,1563,32399.23,2.7,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:27:14,311,243344.05,20.87,0.0,1577,31934.05,2.66,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:27:16,304,249407.89,21.39,0.0,1535,33355.05,2.78,0.17,113,704778.75,64.07,0.0,0
2026-04-01,02:27:18,305,248524.59,21.31,0.0,1580,31835.44,2.65,0.19,113,704778.75,64.07,0.0,0
2026-04-01,02:27:20,299,253913.03,21.78,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:27:22,317,238359.63,20.44,0.0,1575,32000.0,2.67,0.18,119,668235.31,60.75,0.0,0
2026-04-01,02:27:24,305,248524.59,21.31,0.0,1565,32332.27,2.69,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:27:26,304,249407.89,21.39,0.0,1535,33355.05,2.78,0.17,113,704778.75,64.07,0.0,0
2026-04-01,02:27:28,305,248524.59,21.31,0.0,1555,32668.81,2.72,0.18,110,724545.44,65.87,0.0,0
2026-04-01,02:27:30,304,249407.89,21.39,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:27:32,308,245909.09,21.09,0.0,1563,32399.23,2.7,0.18,116,686034.44,62.37,0.0,0
2026-04-01,02:27:34,307,246775.23,21.16,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:27:36,304,249407.89,21.39,0.0,1559,32533.67,2.71,0.18,117,680000.0,61.82,0.0,0
2026-04-01,02:27:38,304,249407.89,21.39,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:27:40,304,249407.89,21.39,0.0,1554,32702.71,2.73,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:27:42,298,254832.22,21.86,0.0,1553,32736.64,2.73,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:27:44,302,251192.05,21.54,0.0,1568,32232.14,2.69,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:27:46,308,245909.09,21.09,0.0,1565,32332.27,2.69,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:27:48,308,245909.09,21.09,0.0,1562,32432.78,2.7,0.18,117,680000.0,61.82,0.0,0
2026-04-01,02:27:50,319,236739.83,20.3,0.0,1535,33355.05,2.78,0.17,111,717837.81,65.26,0.0,0
2026-04-01,02:27:52,311,243344.05,20.87,0.0,1568,32232.14,2.69,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:27:54,297,255757.58,21.93,0.0,1558,32567.39,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:27:56,309,245048.53,21.02,0.0,1577,31934.05,2.66,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:27:58,303,250297.03,21.47,0.0,1569,32198.85,2.68,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:28:00,318,237547.17,20.37,0.0,1552,32770.62,2.73,0.17,117,680000.0,61.82,0.0,0
2026-04-01,02:28:02,301,252093.03,21.62,0.0,1534,33389.83,2.78,0.17,111,717837.81,65.26,0.0,0
2026-04-01,02:28:04,298,254832.22,21.86,0.0,1555,32668.81,2.72,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:28:06,312,242500.0,20.8,0.0,1557,32601.16,2.72,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:28:08,305,248524.59,21.31,0.0,1535,33355.05,2.78,0.17,109,731376.13,66.49,0.0,0
2026-04-01,02:28:10,310,244193.55,20.94,0.0,1564,32365.73,2.7,0.18,117,680000.0,61.82,0.0,0
2026-04-01,02:28:12,315,239999.98,20.58,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:28:14,304,249407.89,21.39,0.0,1556,32634.96,2.72,0.18,116,686034.44,62.37,0.0,0
2026-04-01,02:28:16,301,252093.03,21.62,0.0,1560,32500.0,2.71,0.18,109,731376.13,66.49,0.0,0
2026-04-01,02:28:18,308,245909.09,21.09,0.0,1577,31934.05,2.66,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:28:20,304,249407.89,21.39,0.0,1535,33355.05,2.78,0.17,113,704778.75,64.07,0.0,0
2026-04-01,02:28:22,314,240828.03,20.65,0.0,1571,32132.4,2.68,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:28:24,302,251192.05,21.54,0.0,1562,32432.78,2.7,0.18,109,731376.13,66.49,0.0,0
2026-04-01,02:28:26,301,252093.03,21.62,0.0,1575,32000.0,2.67,0.18,116,686034.44,62.37,0.0,0
2026-04-01,02:28:28,303,250297.03,21.47,0.0,1566,32298.85,2.69,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:28:30,297,255757.58,21.93,0.0,1533,33424.66,2.79,0.17,111,717837.81,65.26,0.0,0
2026-04-01,02:28:32,300,253000.0,21.7,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:28:34,304,249407.89,21.39,0.0,1557,32601.16,2.72,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:28:36,307,246775.23,21.16,0.0,1582,31769.91,2.65,0.19,115,692173.87,62.92,0.0,0
2026-04-01,02:28:38,299,253913.03,21.78,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:28:40,309,245048.53,21.02,0.0,1564,32365.73,2.7,0.18,122,651311.5,59.21,0.0,0
2026-04-01,02:28:42,295,257627.13,22.09,0.0,1535,33355.05,2.78,0.17,113,704778.75,64.07,0.0,0
2026-04-01,02:28:44,309,245048.53,21.02,0.0,1575,32000.0,2.67,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:28:46,306,247647.06,21.24,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:28:48,304,249407.89,21.39,0.0,1557,32601.16,2.72,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:28:50,298,254832.22,21.86,0.0,1559,32533.67,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:28:52,308,245909.09,21.09,0.0,1573,32066.12,2.67,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:28:54,304,249407.89,21.39,0.0,1565,32332.27,2.69,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:28:56,307,246775.23,21.16,0.0,1570,32165.61,2.68,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:28:58,310,244193.55,20.94,0.0,1535,33355.05,2.78,0.17,113,704778.75,64.07,0.0,0
2026-04-01,02:29:00,304,249407.89,21.39,0.0,1552,32770.62,2.73,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:29:02,313,241661.34,20.73,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:29:04,309,245048.53,21.02,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:29:06,307,246775.23,21.16,0.0,1555,32668.81,2.72,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:29:08,304,249407.89,21.39,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:29:10,313,241661.34,20.73,0.0,1562,32432.78,2.7,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:29:12,299,253913.03,21.78,0.0,1557,32601.16,2.72,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:29:14,320,235937.48,20.23,0.0,1575,32000.0,2.67,0.18,117,680000.0,61.82,0.0,0
2026-04-01,02:29:16,299,253913.03,21.78,0.0,1564,32365.73,2.7,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:29:18,322,234347.83,20.1,0.0,1552,32770.62,2.73,0.17,115,692173.87,62.92,0.0,0
2026-04-01,02:29:20,300,253000.0,21.7,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:29:22,317,238359.63,20.44,0.0,1559,32533.67,2.71,0.18,119,668235.31,60.75,0.0,0
2026-04-01,02:29:24,303,250297.03,21.47,0.0,1559,32533.67,2.71,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:29:26,317,238359.63,20.44,0.0,1575,32000.0,2.67,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:29:28,297,255757.58,21.93,0.0,1555,32668.81,2.72,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:29:30,314,240828.03,20.65,0.0,1575,32000.0,2.67,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:29:32,317,238359.63,20.44,0.0,1535,33355.05,2.78,0.17,110,724545.44,65.87,0.0,0
2026-04-01,02:29:34,317,238359.63,20.44,0.0,1570,32165.61,2.68,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:29:36,305,248524.59,21.31,0.0,1553,32736.64,2.73,0.17,114,698421.06,63.49,0.0,0
2026-04-01,02:29:38,313,241661.34,20.73,0.0,1562,32432.78,2.7,0.18,109,731376.13,66.49,0.0,0
2026-04-01,02:29:40,304,249407.89,21.39,0.0,1557,32601.16,2.72,0.18,116,686034.44,62.37,0.0,0
2026-04-01,02:29:42,301,252093.03,21.62,0.0,1557,32601.16,2.72,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:29:44,309,245048.53,21.02,0.0,1573,32066.12,2.67,0.18,118,674067.81,61.28,0.0,0
2026-04-01,02:29:46,306,247647.06,21.24,0.0,1563,32399.23,2.7,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:29:48,304,249407.89,21.39,0.0,1574,32033.04,2.67,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:29:50,306,247647.06,21.24,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:29:52,304,249407.89,21.39,0.0,1571,32132.4,2.68,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:29:54,311,243344.05,20.87,0.0,1535,33355.05,2.78,0.17,113,704778.75,64.07,0.0,0
2026-04-01,02:29:56,304,249407.89,21.39,0.0,1578,31901.14,2.66,0.18,123,645853.69,58.71,0.0,0
2026-04-01,02:29:58,307,246775.23,21.16,0.0,1535,33355.05,2.78,0.17,115,692173.87,62.92,0.0,0
2026-04-01,02:30:00,306,247647.06,21.24,0.0,1571,32132.4,2.68,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:30:02,301,252093.03,21.62,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:30:04,305,248524.59,21.31,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:30:06,304,249407.89,21.39,0.0,1535,33355.05,2.78,0.17,110,724545.44,65.87,0.0,0
2026-04-01,02:30:08,304,249407.89,21.39,0.0,1559,32533.67,2.71,0.18,114,698421.06,63.49,0.0,0
2026-04-01,02:30:10,302,251192.05,21.54,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:30:12,306,247647.06,21.24,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:30:14,310,244193.55,20.94,0.0,1534,33389.83,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:30:16,305,248524.59,21.31,0.0,1535,33355.05,2.78,0.17,115,692173.87,62.92,0.0,0
2026-04-01,02:30:18,305,248524.59,21.31,0.0,1575,32000.0,2.67,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:30:20,303,250297.03,21.47,0.0,1556,32634.96,2.72,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:30:22,317,238359.63,20.44,0.0,1553,32736.64,2.73,0.17,117,680000.0,61.82,0.0,0
2026-04-01,02:30:24,299,253913.03,21.78,0.0,1561,32466.37,2.71,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:30:26,305,248524.59,21.31,0.0,1568,32232.14,2.69,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:30:28,309,245048.53,21.02,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:30:30,307,246775.23,21.16,0.0,1577,31934.05,2.66,0.18,116,686034.44,62.37,0.0,0
2026-04-01,02:30:32,311,243344.05,20.87,0.0,1558,32567.39,2.71,0.18,118,674067.81,61.28,0.0,0
2026-04-01,02:30:34,304,249407.89,21.39,0.0,1557,32601.16,2.72,0.18,113,704778.75,64.07,0.0,0
2026-04-01,02:30:36,299,253913.03,21.78,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:30:38,317,238359.63,20.44,0.0,1557,32601.16,2.72,0.18,112,711250.0,64.66,0.0,0
2026-04-01,02:30:40,311,243344.05,20.87,0.0,1535,33355.05,2.78,0.17,112,711250.0,64.66,0.0,0
2026-04-01,02:30:42,298,254832.22,21.86,0.0,1557,32601.16,2.72,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:30:44,307,246775.23,21.16,0.0,1554,32702.71,2.73,0.18,115,692173.87,62.92,0.0,0
2026-04-01,02:30:46,305,248524.59,21.31,0.0,1533,33424.66,2.79,0.17,118,674067.81,61.28,0.0,0
