date,time,mq2_adc,mq2_rs,mq2_ratio,mq2_ppm,mq135_adc,mq135_rs,mq135_ratio,mq135_ppm,mq7_adc,mq7_rs,mq7_ratio,mq7_ppm,label
2026-04-01,03:54:36,325,231999.98,19.9,0.0,1472,35638.59,2.97,0.15,115,692173.87,62.92,0.0,0
2026-04-01,03:54:38,315,239999.98,20.58,0.0,1453,36366.14,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:54:40,325,231999.98,19.9,0.0,1470,35714.29,2.98,0.15,112,711250.0,64.66,0.0,0
2026-04-01,03:54:42,322,234347.83,20.1,0.0,1440,36875.0,3.07,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:54:44,319,236739.83,20.3,0.0,1442,36796.11,3.07,0.14,108,738333.31,67.12,0.0,0
2026-04-01,03:54:46,325,231999.98,19.9,0.0,1451,36443.83,3.04,0.14,108,738333.31,67.12,0.0,0
2026-04-01,03:54:48,317,238359.63,20.44,0.0,1445,36678.2,3.06,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:54:50,324,232777.78,19.96,0.0,1470,35714.29,2.98,0.15,113,704778.75,64.07,0.0,0
2026-04-01,03:54:52,317,238359.63,20.44,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:54:54,331,227432.02,19.51,0.0,1465,35904.44,2.99,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:54:56,307,246775.23,21.16,0.0,1456,36250.0,3.02,0.14,111,717837.81,65.26,0.0,0
2026-04-01,03:54:58,323,233560.37,20.03,0.0,1475,35525.43,2.96,0.15,109,731376.13,66.49,0.0,0
2026-04-01,03:55:00,307,246775.23,21.16,0.0,1454,36327.37,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:02,328,229695.12,19.7,0.0,1469,35752.21,2.98,0.15,113,704778.75,64.07,0.0,0
2026-04-01,03:55:04,309,245048.53,21.02,0.0,1441,36835.53,3.07,0.14,109,731376.13,66.49,0.0,0
2026-04-01,03:55:06,336,223750.0,19.19,0.0,1451,36443.83,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:08,310,244193.55,20.94,0.0,1434,37112.97,3.09,0.13,112,711250.0,64.66,0.0,0
2026-04-01,03:55:10,331,227432.02,19.51,0.0,1470,35714.29,2.98,0.15,115,692173.87,62.92,0.0,0
2026-04-01,03:55:12,314,240828.03,20.65,0.0,1450,36482.76,3.04,0.14,106,752641.56,68.42,0.0,0
2026-04-01,03:55:14,323,233560.37,20.03,0.0,1435,37073.17,3.09,0.13,113,704778.75,64.07,0.0,0
2026-04-01,03:55:16,324,232777.78,19.96,0.0,1450,36482.76,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:18,320,235937.48,20.23,0.0,1443,36756.75,3.06,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:55:20,308,245909.09,21.09,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:22,321,235140.17,20.17,0.0,1454,36327.37,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:24,321,235140.17,20.17,0.0,1462,36019.15,3.0,0.14,114,698421.06,63.49,0.0,0
2026-04-01,03:55:26,320,235937.48,20.23,0.0,1452,36404.96,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:28,326,231226.98,19.83,0.0,1459,36134.34,3.01,0.14,113,704778.75,64.07,0.0,0
2026-04-01,03:55:30,317,238359.63,20.44,0.0,1443,36756.75,3.06,0.14,109,731376.13,66.49,0.0,0
2026-04-01,03:55:32,320,235937.48,20.23,0.0,1458,36172.84,3.01,0.14,113,704778.75,64.07,0.0,0
2026-04-01,03:55:34,313,241661.34,20.73,0.0,1439,36914.52,3.08,0.14,107,745420.56,67.77,0.0,0
2026-04-01,03:55:36,320,235937.48,20.23,0.0,1456,36250.0,3.02,0.14,113,704778.75,64.07,0.0,0
2026-04-01,03:55:38,309,245048.53,21.02,0.0,1455,36288.66,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:40,320,235937.48,20.23,0.0,1455,36288.66,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:42,317,238359.63,20.44,0.0,1445,36678.2,3.06,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:44,313,241661.34,20.73,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:46,317,238359.63,20.44,0.0,1456,36250.0,3.02,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:55:48,320,235937.48,20.23,0.0,1456,36250.0,3.02,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:55:50,315,239999.98,20.58,0.0,1457,36211.39,3.02,0.14,106,752641.56,68.42,0.0,0
2026-04-01,03:55:52,317,238359.63,20.44,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:54,317,238359.63,20.44,0.0,1451,36443.83,3.04,0.14,111,717837.81,65.26,0.0,0
2026-04-01,03:55:56,308,245909.09,21.09,0.0,1449,36521.74,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:55:58,316,239177.2,20.51,0.0,1455,36288.66,3.02,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:56:00,313,241661.34,20.73,0.0,1440,36875.0,3.07,0.14,107,745420.56,67.77,0.0,0
2026-04-01,03:56:02,317,238359.63,20.44,0.0,1467,35828.22,2.99,0.14,115,692173.87,62.92,0.0,0
2026-04-01,03:56:04,315,239999.98,20.58,0.0,1441,36835.53,3.07,0.14,109,731376.13,66.49,0.0,0
2026-04-01,03:56:06,321,235140.17,20.17,0.0,1466,35866.3,2.99,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:08,310,244193.55,20.94,0.0,1436,37033.43,3.09,0.13,111,717837.81,65.26,0.0,0
2026-04-01,03:56:10,317,238359.63,20.44,0.0,1467,35828.22,2.99,0.14,114,698421.06,63.49,0.0,0
2026-04-01,03:56:12,314,240828.03,20.65,0.0,1440,36875.0,3.07,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:14,310,244193.55,20.94,0.0,1426,37433.38,3.12,0.13,112,711250.0,64.66,0.0,0
2026-04-01,03:56:16,311,243344.05,20.87,0.0,1451,36443.83,3.04,0.14,107,745420.56,67.77,0.0,0
2026-04-01,03:56:18,326,231226.98,19.83,0.0,1459,36134.34,3.01,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:20,321,235140.17,20.17,0.0,1449,36521.74,3.04,0.14,109,731376.13,66.49,0.0,0
2026-04-01,03:56:22,318,237547.17,20.37,0.0,1456,36250.0,3.02,0.14,113,704778.75,64.07,0.0,0
2026-04-01,03:56:24,325,231999.98,19.9,0.0,1439,36914.52,3.08,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:26,317,238359.63,20.44,0.0,1456,36250.0,3.02,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:56:28,325,231999.98,19.9,0.0,1465,35904.44,2.99,0.14,115,692173.87,62.92,0.0,0
2026-04-01,03:56:30,305,248524.59,21.31,0.0,1445,36678.2,3.06,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:32,314,240828.03,20.65,0.0,1469,35752.21,2.98,0.15,112,711250.0,64.66,0.0,0
2026-04-01,03:56:34,311,243344.05,20.87,0.0,1462,36019.15,3.0,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:36,329,228936.17,19.63,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:38,312,242500.0,20.8,0.0,1441,36835.53,3.07,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:40,334,225209.59,19.31,0.0,1468,35790.19,2.98,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:42,314,240828.03,20.65,0.0,1456,36250.0,3.02,0.14,111,717837.81,65.26,0.0,0
2026-04-01,03:56:44,315,239999.98,20.58,0.0,1455,36288.66,3.02,0.14,113,704778.75,64.07,0.0,0
2026-04-01,03:56:46,311,243344.05,20.87,0.0,1457,36211.39,3.02,0.14,106,752641.56,68.42,0.0,0
2026-04-01,03:56:48,309,245048.53,21.02,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:50,320,235937.48,20.23,0.0,1439,36914.52,3.08,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:56:52,321,235140.17,20.17,0.0,1445,36678.2,3.06,0.14,106,752641.56,68.42,0.0,0
2026-04-01,03:56:54,310,244193.55,20.94,0.0,1439,36914.52,3.08,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:56:56,310,244193.55,20.94,0.0,1457,36211.39,3.02,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:56:58,317,238359.63,20.44,0.0,1456,36250.0,3.02,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:57:00,311,243344.05,20.87,0.0,1456,36250.0,3.02,0.14,116,686034.44,62.37,0.0,0
2026-04-01,03:57:02,320,235937.48,20.23,0.0,1473,35600.82,2.97,0.15,113,704778.75,64.07,0.0,0
2026-04-01,03:57:04,325,231999.98,19.9,0.0,1436,37033.43,3.09,0.13,107,745420.56,67.77,0.0,0
2026-04-01,03:57:06,322,234347.83,20.1,0.0,1457,36211.39,3.02,0.14,114,698421.06,63.49,0.0,0
2026-04-01,03:57:08,324,232777.78,19.96,0.0,1446,36639.0,3.05,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:57:10,320,235937.48,20.23,0.0,1475,35525.43,2.96,0.15,114,698421.06,63.49,0.0,0
2026-04-01,03:57:12,306,247647.06,21.24,0.0,1449,36521.74,3.04,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:57:14,321,235140.17,20.17,0.0,1467,35828.22,2.99,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:57:16,325,231999.98,19.9,0.0,1459,36134.34,3.01,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:57:18,319,236739.83,20.3,0.0,1469,35752.21,2.98,0.15,112,711250.0,64.66,0.0,0
2026-04-01,03:57:20,319,236739.83,20.3,0.0,1447,36599.86,3.05,0.14,111,717837.81,65.26,0.0,0
2026-04-01,03:57:22,327,230458.72,19.76,0.0,1465,35904.44,2.99,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:57:24,310,244193.55,20.94,0.0,1460,36095.89,3.01,0.14,103,775145.63,70.47,0.0,0
2026-04-01,03:57:26,320,235937.48,20.23,0.0,1439,36914.52,3.08,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:57:28,305,248524.59,21.31,0.0,1451,36443.83,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:57:30,316,239177.2,20.51,0.0,1439,36914.52,3.08,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:57:32,322,234347.83,20.1,0.0,1467,35828.22,2.99,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:57:34,309,245048.53,21.02,0.0,1453,36366.14,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:57:36,320,235937.48,20.23,0.0,1463,35980.86,3.0,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:57:38,309,245048.53,21.02,0.0,1439,36914.52,3.08,0.14,109,731376.13,66.49,0.0,0
2026-04-01,03:57:40,327,230458.72,19.76,0.0,1453,36366.14,3.03,0.14,113,704778.75,64.07,0.0,0
2026-04-01,03:57:42,313,241661.34,20.73,0.0,1440,36875.0,3.07,0.14,109,731376.13,66.49,0.0,0
2026-04-01,03:57:44,317,238359.63,20.44,0.0,1450,36482.76,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:57:46,321,235140.17,20.17,0.0,1457,36211.39,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:57:48,320,235937.48,20.23,0.0,1472,35638.59,2.97,0.15,112,711250.0,64.66,0.0,0
2026-04-01,03:57:50,323,233560.37,20.03,0.0,1456,36250.0,3.02,0.14,106,752641.56,68.42,0.0,0
2026-04-01,03:57:52,320,235937.48,20.23,0.0,1458,36172.84,3.01,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:57:54,317,238359.63,20.44,0.0,1444,36717.45,3.06,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:57:56,327,230458.72,19.76,0.0,1471,35676.41,2.97,0.15,113,704778.75,64.07,0.0,0
2026-04-01,03:57:58,322,234347.83,20.1,0.0,1441,36835.53,3.07,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:58:00,319,236739.83,20.3,0.0,1439,36914.52,3.08,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:58:02,314,240828.03,20.65,0.0,1427,37393.13,3.12,0.13,111,717837.81,65.26,0.0,0
2026-04-01,03:58:04,319,236739.83,20.3,0.0,1433,37152.83,3.1,0.13,107,745420.56,67.77,0.0,0
2026-04-01,03:58:06,319,236739.83,20.3,0.0,1463,35980.86,3.0,0.14,111,717837.81,65.26,0.0,0
2026-04-01,03:58:08,320,235937.48,20.23,0.0,1456,36250.0,3.02,0.14,111,717837.81,65.26,0.0,0
2026-04-01,03:58:10,313,241661.34,20.73,0.0,1471,35676.41,2.97,0.15,109,731376.13,66.49,0.0,0
2026-04-01,03:58:12,320,235937.48,20.23,0.0,1451,36443.83,3.04,0.14,109,731376.13,66.49,0.0,0
2026-04-01,03:58:14,325,231999.98,19.9,0.0,1472,35638.59,2.97,0.15,112,711250.0,64.66,0.0,0
2026-04-01,03:58:16,322,234347.83,20.1,0.0,1451,36443.83,3.04,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:58:18,316,239177.2,20.51,0.0,1450,36482.76,3.04,0.14,114,698421.06,63.49,0.0,0
2026-04-01,03:58:20,315,239999.98,20.58,0.0,1442,36796.11,3.07,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:58:22,327,230458.72,19.76,0.0,1456,36250.0,3.02,0.14,115,692173.87,62.92,0.0,0
2026-04-01,03:58:24,321,235140.17,20.17,0.0,1435,37073.17,3.09,0.13,109,731376.13,66.49,0.0,0
2026-04-01,03:58:26,329,228936.17,19.63,0.0,1459,36134.34,3.01,0.14,115,692173.87,62.92,0.0,0
2026-04-01,03:58:28,314,240828.03,20.65,0.0,1443,36756.75,3.06,0.14,107,745420.56,67.77,0.0,0
2026-04-01,03:58:30,317,238359.63,20.44,0.0,1441,36835.53,3.07,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:58:32,315,239999.98,20.58,0.0,1435,37073.17,3.09,0.13,106,752641.56,68.42,0.0,0
2026-04-01,03:58:34,318,237547.17,20.37,0.0,1443,36756.75,3.06,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:58:36,310,244193.55,20.94,0.0,1450,36482.76,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:58:38,319,236739.83,20.3,0.0,1437,36993.74,3.08,0.13,108,738333.31,67.12,0.0,0
2026-04-01,03:58:40,332,226686.75,19.44,0.0,1472,35638.59,2.97,0.15,112,711250.0,64.66,0.0,0
2026-04-01,03:58:42,315,239999.98,20.58,0.0,1451,36443.83,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:58:44,311,243344.05,20.87,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:58:46,313,241661.34,20.73,0.0,1438,36954.11,3.08,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:58:48,315,239999.98,20.58,0.0,1453,36366.14,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:58:50,321,235140.17,20.17,0.0,1442,36796.11,3.07,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:58:52,320,235937.48,20.23,0.0,1472,35638.59,2.97,0.15,114,698421.06,63.49,0.0,0
2026-04-01,03:58:54,317,238359.63,20.44,0.0,1453,36366.14,3.03,0.14,107,745420.56,67.77,0.0,0
2026-04-01,03:58:56,331,227432.02,19.51,0.0,1470,35714.29,2.98,0.15,112,711250.0,64.66,0.0,0
2026-04-01,03:58:58,322,234347.83,20.1,0.0,1435,37073.17,3.09,0.13,111,717837.81,65.26,0.0,0
2026-04-01,03:59:00,318,237547.17,20.37,0.0,1457,36211.39,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:02,307,246775.23,21.16,0.0,1443,36756.75,3.06,0.14,107,745420.56,67.77,0.0,0
2026-04-01,03:59:04,322,234347.83,20.1,0.0,1433,37152.83,3.1,0.13,107,745420.56,67.77,0.0,0
2026-04-01,03:59:06,313,241661.34,20.73,0.0,1430,37272.73,3.11,0.13,111,717837.81,65.26,0.0,0
2026-04-01,03:59:08,317,238359.63,20.44,0.0,1454,36327.37,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:10,323,233560.37,20.03,0.0,1457,36211.39,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:12,321,235140.17,20.17,0.0,1441,36835.53,3.07,0.14,105,760000.0,69.09,0.0,0
2026-04-01,03:59:14,315,239999.98,20.58,0.0,1457,36211.39,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:16,322,234347.83,20.1,0.0,1453,36366.14,3.03,0.14,111,717837.81,65.26,0.0,0
2026-04-01,03:59:18,319,236739.83,20.3,0.0,1473,35600.82,2.97,0.15,112,711250.0,64.66,0.0,0
2026-04-01,03:59:20,319,236739.83,20.3,0.0,1438,36954.11,3.08,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:22,323,233560.37,20.03,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:24,309,245048.53,21.02,0.0,1451,36443.83,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:26,325,231999.98,19.9,0.0,1460,36095.89,3.01,0.14,115,692173.87,62.92,0.0,0
2026-04-01,03:59:28,320,235937.48,20.23,0.0,1456,36250.0,3.02,0.14,109,731376.13,66.49,0.0,0
2026-04-01,03:59:30,329,228936.17,19.63,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:32,313,241661.34,20.73,0.0,1441,36835.53,3.07,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:34,327,230458.72,19.76,0.0,1452,36404.96,3.03,0.14,118,674067.81,61.28,0.0,0
2026-04-01,03:59:36,314,240828.03,20.65,0.0,1438,36954.11,3.08,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:38,326,231226.98,19.83,0.0,1451,36443.83,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:40,320,235937.48,20.23,0.0,1455,36288.66,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:42,323,233560.37,20.03,0.0,1456,36250.0,3.02,0.14,110,724545.44,65.87,0.0,0
2026-04-01,03:59:44,332,226686.75,19.44,0.0,1458,36172.84,3.01,0.14,113,704778.75,64.07,0.0,0
2026-04-01,03:59:46,324,232777.78,19.96,0.0,1454,36327.37,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:48,333,225945.95,19.38,0.0,1469,35752.21,2.98,0.15,112,711250.0,64.66,0.0,0
2026-04-01,03:59:50,320,235937.48,20.23,0.0,1446,36639.0,3.05,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:52,327,230458.72,19.76,0.0,1455,36288.66,3.02,0.14,115,692173.87,62.92,0.0,0
2026-04-01,03:59:54,307,246775.23,21.16,0.0,1446,36639.0,3.05,0.14,105,760000.0,69.09,0.0,0
2026-04-01,03:59:56,323,233560.37,20.03,0.0,1449,36521.74,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,03:59:58,308,245909.09,21.09,0.0,1438,36954.11,3.08,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:00:00,330,228181.81,19.57,0.0,1454,36327.37,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:00:02,319,236739.83,20.3,0.0,1437,36993.74,3.08,0.13,115,692173.87,62.92,0.0,0
2026-04-01,04:00:04,321,235140.17,20.17,0.0,1469,35752.21,2.98,0.15,113,704778.75,64.07,0.0,0
2026-04-01,04:00:06,318,237547.17,20.37,0.0,1440,36875.0,3.07,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:00:08,316,239177.2,20.51,0.0,1437,36993.74,3.08,0.13,110,724545.44,65.87,0.0,0
2026-04-01,04:00:10,318,237547.17,20.37,0.0,1437,36993.74,3.08,0.13,112,711250.0,64.66,0.0,0
2026-04-01,04:00:12,320,235937.48,20.23,0.0,1414,37920.79,3.16,0.13,109,731376.13,66.49,0.0,0
2026-04-01,04:00:14,323,233560.37,20.03,0.0,1438,36954.11,3.08,0.14,114,698421.06,63.49,0.0,0
2026-04-01,04:00:16,311,243344.05,20.87,0.0,1450,36482.76,3.04,0.14,105,760000.0,69.09,0.0,0
2026-04-01,04:00:18,326,231226.98,19.83,0.0,1473,35600.82,2.97,0.15,112,711250.0,64.66,0.0,0
2026-04-01,04:00:20,323,233560.37,20.03,0.0,1454,36327.37,3.03,0.14,106,752641.56,68.42,0.0,0
2026-04-01,04:00:22,323,233560.37,20.03,0.0,1455,36288.66,3.02,0.14,114,698421.06,63.49,0.0,0
2026-04-01,04:00:24,309,245048.53,21.02,0.0,1438,36954.11,3.08,0.14,113,704778.75,64.07,0.0,0
2026-04-01,04:00:26,325,231999.98,19.9,0.0,1471,35676.41,2.97,0.15,113,704778.75,64.07,0.0,0
2026-04-01,04:00:28,324,232777.78,19.96,0.0,1454,36327.37,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:00:30,327,230458.72,19.76,0.0,1465,35904.44,2.99,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:00:32,323,233560.37,20.03,0.0,1437,36993.74,3.08,0.13,111,717837.81,65.26,0.0,0
2026-04-01,04:00:34,329,228936.17,19.63,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:00:36,309,245048.53,21.02,0.0,1443,36756.75,3.06,0.14,113,704778.75,64.07,0.0,0
2026-04-01,04:00:38,313,241661.34,20.73,0.0,1454,36327.37,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:00:40,308,245909.09,21.09,0.0,1435,37073.17,3.09,0.13,111,717837.81,65.26,0.0,0
2026-04-01,04:00:42,307,246775.23,21.16,0.0,1429,37312.8,3.11,0.13,112,711250.0,64.66,0.0,0
2026-04-01,04:00:44,321,235140.17,20.17,0.0,1454,36327.37,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:00:46,324,232777.78,19.96,0.0,1453,36366.14,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:00:48,323,233560.37,20.03,0.0,1469,35752.21,2.98,0.15,113,704778.75,64.07,0.0,0
2026-04-01,04:00:50,321,235140.17,20.17,0.0,1434,37112.97,3.09,0.13,110,724545.44,65.87,0.0,0
2026-04-01,04:00:52,321,235140.17,20.17,0.0,1456,36250.0,3.02,0.14,113,704778.75,64.07,0.0,0
2026-04-01,04:00:54,315,239999.98,20.58,0.0,1439,36914.52,3.08,0.14,110,724545.44,65.87,0.0,0
2026-04-01,04:00:56,331,227432.02,19.51,0.0,1470,35714.29,2.98,0.15,112,711250.0,64.66,0.0,0
2026-04-01,04:00:58,321,235140.17,20.17,0.0,1442,36796.11,3.07,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:00,329,228936.17,19.63,0.0,1456,36250.0,3.02,0.14,115,692173.87,62.92,0.0,0
2026-04-01,04:01:02,325,231999.98,19.9,0.0,1451,36443.83,3.04,0.14,107,745420.56,67.77,0.0,0
2026-04-01,04:01:04,313,241661.34,20.73,0.0,1459,36134.34,3.01,0.14,115,692173.87,62.92,0.0,0
2026-04-01,04:01:06,323,233560.37,20.03,0.0,1440,36875.0,3.07,0.14,111,717837.81,65.26,0.0,0
2026-04-01,04:01:08,327,230458.72,19.76,0.0,1458,36172.84,3.01,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:10,325,231999.98,19.9,0.0,1451,36443.83,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:12,316,239177.2,20.51,0.0,1450,36482.76,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:14,320,235937.48,20.23,0.0,1434,37112.97,3.09,0.13,112,711250.0,64.66,0.0,0
2026-04-01,04:01:16,323,233560.37,20.03,0.0,1451,36443.83,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:18,322,234347.83,20.1,0.0,1451,36443.83,3.04,0.14,111,717837.81,65.26,0.0,0
2026-04-01,04:01:20,315,239999.98,20.58,0.0,1456,36250.0,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:22,327,230458.72,19.76,0.0,1454,36327.37,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:24,323,233560.37,20.03,0.0,1437,36993.74,3.08,0.13,110,724545.44,65.87,0.0,0
2026-04-01,04:01:26,320,235937.48,20.23,0.0,1456,36250.0,3.02,0.14,119,668235.31,60.75,0.0,0
2026-04-01,04:01:28,322,234347.83,20.1,0.0,1451,36443.83,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:30,320,235937.48,20.23,0.0,1449,36521.74,3.04,0.14,116,686034.44,62.37,0.0,0
2026-04-01,04:01:32,321,235140.17,20.17,0.0,1439,36914.52,3.08,0.14,111,717837.81,65.26,0.0,0
2026-04-01,04:01:34,317,238359.63,20.44,0.0,1477,35450.24,2.95,0.15,112,711250.0,64.66,0.0,0
2026-04-01,04:01:36,321,235140.17,20.17,0.0,1453,36366.14,3.03,0.14,111,717837.81,65.26,0.0,0
2026-04-01,04:01:38,333,225945.95,19.38,0.0,1456,36250.0,3.02,0.14,111,717837.81,65.26,0.0,0
2026-04-01,04:01:40,315,239999.98,20.58,0.0,1442,36796.11,3.07,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:42,327,230458.72,19.76,0.0,1457,36211.39,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:44,318,237547.17,20.37,0.0,1454,36327.37,3.03,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:46,313,241661.34,20.73,0.0,1426,37433.38,3.12,0.13,112,711250.0,64.66,0.0,0
2026-04-01,04:01:48,321,235140.17,20.17,0.0,1440,36875.0,3.07,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:50,320,235937.48,20.23,0.0,1447,36599.86,3.05,0.14,109,731376.13,66.49,0.0,0
2026-04-01,04:01:52,317,238359.63,20.44,0.0,1438,36954.11,3.08,0.14,113,704778.75,64.07,0.0,0
2026-04-01,04:01:54,307,246775.23,21.16,0.0,1455,36288.66,3.02,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:01:56,326,231226.98,19.83,0.0,1471,35676.41,2.97,0.15,116,686034.44,62.37,0.0,0
2026-04-01,04:01:58,322,234347.83,20.1,0.0,1443,36756.75,3.06,0.14,109,731376.13,66.49,0.0,0
2026-04-01,04:02:00,329,228936.17,19.63,0.0,1462,36019.15,3.0,0.14,113,704778.75,64.07,0.0,0
2026-04-01,04:02:02,326,231226.98,19.83,0.0,1435,37073.17,3.09,0.13,113,704778.75,64.07,0.0,0
2026-04-01,04:02:04,322,234347.83,20.1,0.0,1451,36443.83,3.04,0.14,112,711250.0,64.66,0.0,0
2026-04-01,04:02:06,319,236739.83,20.3,0.0,1435,37073.17,3.09,0.13,112,711250.0,64.66,0.0,0
2026-04-01,04:02:08,329,228936.17,19.63,0.0,1467,35828.22,2.99,0.14,114,698421.06,63.49,0.0,0
